SORTEREN;Wegbeheerder;Name (verplicht) - max 63 karakters;DescriptiveName (optioneel) - max 63 karakters;Alias (optioneel) - max 255 karakters;Latitude;Longitude;TLC/Inters.;RoadRegulatorID;IntersectionID;TlcIdentifier;UniqueID;Volg-Id;(wordt) iVRI;VRA ID;TLC;ITS applicatie;RIS;UC3;UC4;UC5.1;UC5.2;;
3107702040;Den Haag;K249;Schenkkade - Jacob Mosselstraat;;52,0799370;4,3403690;TLC;31077;;796507F8;1B7A09ED-7CB0-4540-980F-307BCF4885C9;2040;;VT451290;;;;;;;;;
3107702041;Den Haag;K249-1;Schenkkade - Jacob Mosselstraat;;52,0800480;4,3404330;Intersection;31077;2041;;;2041;;;;;;;;;;;
3107702042;Den Haag;K249-2;Schenkkade - Wilhelmina van Pruisenweg;;52,0796560;4,3408790;Intersection;31077;2042;;;2042;;;;;;;;;;;
3107702050;Den Haag;K251;Monsterseweg - Parnassia;;52,0461280;4,2104040;TLC;31077;;79650802;3F8E189C-5014-42A5-B0CC-DC7FE55D5FFD;2050;;VT451176;;;;;;;;;
3107702051;Den Haag;K251-1;Monsterseweg - Parnassia;;52,0461460;4,2101660;Intersection;31077;2051;;;2051;;;;;;;;;;;
3107702060;Den Haag;K253;Maanweg - Melkwegstraat;;52,0658401;4,3499550;TLC;31077;;7965080C;4B9DBBA0-5454-4116-81C5-C695C2BE8261;2060;;VT451319;;;;;;;;;
3107702061;Den Haag;K253-1;Maanweg - Melkwegstraat;;52,0656680;4,3499240;Intersection;31077;2061;;;2061;;;;;;;;;;;
3107702070;Den Haag;K255;Sportlaan - Nieboerweg;;52,0803801;4,2600540;TLC;31077;;79650816;63AB448C-E7DB-470C-9A0D-15F3AB111CD4;2070;;V90737;;;;;;;;;
3107702071;Den Haag;K255-1;Sportlaan - Nieboerweg;;52,0803173;4,2602676;Intersection;31077;2071;;;2071;;;;;;;;;;;
3107702080;Den Haag;K269;Leyweg - Busstation Leyenburg;;52,0578140;4,2651660;TLC;31077;;79650820;951E1878-3180-4316-B830-12C0968082A5;2080;;VT450887;;;;;;;;;
3107702081;Den Haag;K269-1;Leyweg - Busstation Leyenburg;;52,0576890;4,2652070;Intersection;31077;2081;;;2081;;;;;;;;;;;
3107702082;Den Haag;K269-2;Leyweg - Busstation Leyenburg;;52,0572310;4,2657240;Intersection;31077;2082;;;2082;;;;;;;;;;;
3107702090;Den Haag;K271;Laan van Wateringseveld - Noordweg;;52,0354440;4,2837990;TLC;31077;;7965082A;E76112F6-4099-46C3-BDC9-05658950CB6D;2090;;V90387;;;;;;;;;
3107702091;Den Haag;K271-1;Laan van Wateringseveld - Noordweg;;52,0353350;4,2834990;Intersection;31077;2091;;;2091;;;;;;;;;;;
3107702100;Den Haag;K272;Laan van Wateringseveld - Oosteinde;;52,0273830;4,2896380;TLC;31077;;79650834;F3BFCCFF-10F2-41C7-90F5-A75EA71EC4AE;2100;;V20417;;;;;;;;;
3107702101;Den Haag;K272-1;Laan van Wateringseveld - Oosteinde;;52,0273701;4,2892270;Intersection;31077;2101;;;2101;;;;;;;;;;;
3107702110;Den Haag;K273;Laan van Wateringseveld - Middenweg;;52,0204370;4,2962230;TLC;31077;;7965083E;ED208345-5BF1-4E56-B1BE-001FB3352E0D;2110;;FR940276;;;;;;;;;
3107702111;Den Haag;K273-1;Laan van Wateringseveld - Middenweg;;52,0201600;4,2965820;Intersection;31077;2111;;;2111;;;;;;;;;;;
3107702112;Den Haag;K273-2;Laan van Wateringseveld - Middenweg;;52,0205360;4,2973890;Intersection;31077;2112;;;2112;;;;;;;;;;;
3107702120;Den Haag;K280;Statenlaan - Frederik Hendriklaan;;52,0930450;4,2760120;TLC;31077;;79650848;7E40C858-1A35-4C62-80ED-BEBEC8CD3106;2120;;V90795;;;;;;;;;
3107702121;Den Haag;K280-1;Statenlaan - Frederik Hendriklaan;;52,0928420;4,2759510;Intersection;31077;2121;;;2121;;;;;;;;;;;
3107702122;Den Haag;K280-2;Statenlaan - Frederik Hendriklaan;;52,0926570;4,2757610;Intersection;31077;2122;;;2122;;;;;;;;;;;
3107702130;Den Haag;K281;Prins Bernhardviadukt - Busplatform station Centraal;;52,0800301;4,3264650;TLC;31077;;79650852;59D7C18A-D8E6-4ED1-B028-B905D6063462;2130;;VT451542;;;;;;;;;
3107702131;Den Haag;K281-1;Prins Bernhardviadukt - Busplatform station Centraal;;52,0798568;4,3263903;Intersection;31077;2131;;;2131;;;;;;;;;;;
3107702140;Den Haag;K284;Vreeswijkstraat - Renswoudelaan;;52,0595310;4,2790330;TLC;31077;;7965085C;34CAFC21-FFF5-473F-BCFE-6EE578FA849C;2140;;VT451000;;;;;;;;;
3107702141;Den Haag;K284-1;Vreeswijkstraat - Renswoudelaan;;52,0593480;4,2789610;Intersection;31077;2141;;;2141;;;;;;;;;;;
3107702142;Den Haag;K284-2;Vreeswijkstraat - Renswoudelaan;;52,0592810;4,2790620;Intersection;31077;2142;;;2142;;;;;;;;;;;
3107702150;Den Haag;K285;De Genestetlaan - Paets van Troostwijkstraat;;52,0555020;4,3249410;TLC;31077;;79650866;3EC73C00-F514-4238-A428-C137EDE69525;2150;;V20403;;;;;;;;;
3107702151;Den Haag;K285-1;De Genestetlaan - Paets van Troostwijkstraat;;52,0554680;4,3253690;Intersection;31077;2151;;;2151;;;;;;;;;;;
3107702160;Den Haag;K288;Het Kleine Loo - Reigersbergerweg;;52,0894900;4,3539660;TLC;31077;;79650870;84A9CE02-3FCC-4491-BEAD-8552C6F32821;2160;;V20378;;;;;;;;;
3107702161;Den Haag;K288-1;Het Kleine Loo - Reigersbergerweg;;52,0896310;4,3536640;Intersection;31077;2161;;;2161;;;;;;;;;;;
3107702162;Den Haag;K288-2;Het Kleine Loo - Reigersbergerweg;;52,0899790;4,3543150;Intersection;31077;2162;;;2162;;;;;;;;;;;
3107702170;Den Haag;K289;Beethovenlaan - Pisuissestraat;;52,0573960;4,2272970;TLC;31077;;7965087A;B20BF572-998C-4A0B-8B7B-7E828B29B632;2170;;FR940248;;;;;;;;;
3107702171;Den Haag;K289-1;Beethovenlaan - Pisuissestraat;;52,0577130;4,2277920;Intersection;31077;2171;;;2171;;;;;;;;;;;
3107702180;Den Haag;K291;Apeldoornselaan - Dierenselaan;;52,0665300;4,2815140;TLC;31077;;79650884;300D8CAA-6F28-4BD1-BA85-A883B3D95D43;2180;;V80694;;;;;;;;;
3107702181;Den Haag;K291-1;Apeldoornselaan - Dierenselaan;;52,0662470;4,2815060;Intersection;31077;2181;;;2181;;;;;;;;;;;
3107702182;Den Haag;K291-2;Apeldoornselaan - Dierenselaan;;52,0665090;4,2818260;Intersection;31077;2182;;;2182;;;;;;;;;;;
3107702183;Den Haag;K291-3;Apeldoornselaan - Dierenselaan;;52,0662820;4,2820490;Intersection;31077;2183;;;2183;;;;;;;;;;;
3107702190;Den Haag;K306;Schenkkade - Prinses Beatrixlaan;;52,0780140;4,3367580;TLC;31077;;7965088E;1E85A369-1C0B-4359-8B56-01D1802A500C;2190;;722662;;;;;;;;;
3107702191;Den Haag;K306-1;Schenkkade - Prinses Beatrixlaan;;52,0780680;4,3371040;Intersection;31077;2191;;;2191;;;;;;;;;;;
3107702192;Den Haag;K306-2;Schenkkade - Prinses Beatrixlaan;;52,0783780;4,3366680;Intersection;31077;2192;;;2192;;;;;;;;;;;
3107702200;Den Haag;K307;Juliana van Stolberglaan - Prinses Beatrixlaan;;52,0819720;4,3330420;TLC;31077;;79650898;FC274641-B616-4523-A05A-70CBB2FAD58D;2200;;VT451004;;;;;;;;;
3107702201;Den Haag;K307-1;Juliana van Stolberglaan - Prinses Beatrixlaan;;52,0819010;4,3326680;Intersection;31077;2201;;;2201;;;;;;;;;;;
3107702202;Den Haag;K307-2;Juliana van Stolberglaan - Prinses Beatrixlaan;;52,0821040;4,3324910;Intersection;31077;2202;;;2202;;;;;;;;;;;
3107702210;Den Haag;K308;Prinses Beatrixlaan - Prinses Marijkestraat;;52,0796990;5,3347060;TLC;31077;;796508A2;7869E7C4-3434-44E3-B1BE-B93F9842AD61;2210;;LTC327792;;;;;;;;;
3107702211;Den Haag;K308-1;Prinses Beatrixlaan - Prinses Marijkestraat;;52,0799270;4,3347630;Intersection;31077;2211;;;2211;;;;;;;;;;;
3107702220;Den Haag;K327;Westvlietweg - Wijkerbrug;;52,0727150;4,3773380;TLC;31077;;796508AC;109E55FD-C4FC-4BB3-A3AD-554B0CCFD068;2220;;V20469;;;;;;;;;
3107702221;Den Haag;K327-1;Westvlietweg - Wijkerbrug;;52,0661090;4,3662801;Intersection;31077;2221;;;2221;;;;;;;;;;;
3107702230;Den Haag;K328;Westvlietweg - Kerkbrug;;52,0662240;4,3661836;TLC;31077;;796508B6;8C34A21C-80BB-4F6B-9447-36FEAB7971C9;2230;;V20470;;;;;;;;;
3107702231;Den Haag;K328-1;Westvlietweg - Kerkbrug;;52,0662430;4,3661910;Intersection;31077;2231;;;2231;;;;;;;;;;;
3107702240;Den Haag;K331;Oude Middenweg - Pijlkruidveld;;52,0721380;4,4006120;TLC;31077;;796508C0;A613D0AA-7A10-40F7-AD39-841488E787E4;2240;;FR940283;;;;;;;;;
3107702241;Den Haag;K331-1;Oude Middenweg - Pijlkruidveld;;52,0723088;4,4004929;Intersection;31077;2241;;;2241;;;;;;;;;;;
3107702250;Den Haag;K334;Zoetermeerse Rijweg - Pijlkruidveld;;52,0664750;4,4016000;TLC;31077;;796508CA;497B185D-78D7-45D6-BA70-4C6502A7FA0E;2250;;VT451299;;;;;;;;;
3107702251;Den Haag;K334-1;Zoetermeerse Rijweg - Pijlkruidveld;;52,0661290;4,4017775;Intersection;31077;2251;;;2251;;;;;;;;;;;
3107702260;Den Haag;K335;Zoetermeerse Rijweg - Spieringdam;;52,0616810;4,4058970;TLC;31077;;796508D4;7AC75165-0EF7-4C87-8F74-44B54C7D5A40;2260;;VT451303;;;;;;;;;
3107702261;Den Haag;K335-1;Zoetermeerse Rijweg - Spieringdam;;52,0619275;4,4059929;Intersection;31077;2261;;;2261;;;;;;;;;;;
3107702270;Den Haag;K337;Donau - Laan van Leidschenveen;;52,0585990;4,3913660;TLC;31077;;796508DE;2390E9B1-71D5-429A-BDEC-61C1C63C07D4;2270;;V90832;;;;;;;;;
3107702271;Den Haag;K337-1;Donau - Laan van Leidschenveen;;52,0582467;4,3914389;Intersection;31077;2271;;;2271;;;;;;;;;;;
3107702280;Den Haag;K340;Jan Thijssenweg - Drievliet;;52,0564470;4,3484170;TLC;31077;;796508E8;697B1104-8BBB-4890-AD39-E65B8B5B89DF;2280;;V90633;;;;;;;;;
3107702281;Den Haag;K340-1;Jan Thijssenweg - Drievliet;;52,0565168;4,3483877;Intersection;31077;2281;;;2281;;;;;;;;;;;
3107702290;Den Haag;K345;Poortweg - Rijswijkse Waterweg;;52,0292590;4,3616920;TLC;31077;;796508F2;D4932C79-848C-47DD-B6EE-1D5294822350;2290;;FR901166 ;;;;;;;;;
3107702291;Den Haag;K345-1;Poortweg - Rijswijkse Waterweg;;52,0295480;4,3614670;Intersection;31077;2291;;;2291;;;;;;;;;;;
3107702292;Den Haag;K345-2;Poortweg - Rijswijkse Waterweg;;52,0285510;4,3614370;Intersection;31077;2292;;;2292;;;;;;;;;;;
3107702300;Den Haag;K346;Rijswijkse Landingslaan - Singel;;52,0320090;4,3570290;TLC;31077;;796508FC;778E136B-F658-45CD-8728-6177EC67B9C8;2300;;VT451300;;;;;;;;;
3107702301;Den Haag;K346-1;Rijswijkse Landingslaan - Singel;;52,0317125;4,3570841;Intersection;31077;2301;;;2301;;;;;;;;;;;
3107702310;Den Haag;K348;Laan van Hoornwijck - Laan van 's-Gravenmade;;52,0482310;4,3546990;TLC;31077;;79650906;FA8A5DC2-CA46-41EC-BD63-E26C264C4B83;2310;;VT600162;;;;;;;;;
3107702311;Den Haag;K348-1;Laan van Hoornwijck - Laan van 's-Gravenmade;;52,0481460;4,3543850;Intersection;31077;2311;;;2311;;;;;;;;;;;
3107702312;Den Haag;K348-2;Laan van Hoornwijck - Laan van 's-Gravenmade;;52,0483240;4,3519840;Intersection;31077;2312;;;2312;;;;;;;;;;;
3107702320;Den Haag;K351;Laan van Hoornwijck - Laan van Ypenburg;;52,0442160;4,3609300;TLC;31077;;79650910;563571AA-486F-429B-87C6-AFDD97031B1E;2320;;VT451189;;;;;;;;;
3107702321;Den Haag;K351-1;Laan van Hoornwijck - Laan van Ypenburg;;52,0444609;4,3609472;Intersection;31077;2321;;;2321;;;;;;;;;;;
3107702330;Den Haag;K352;Laan van Hoornwijck - Ypenburgse Boslaan;;52,0425240;4,3645200;TLC;31077;;7965091A;919FE461-F891-4E03-886A-9353A46D62F5;2330;;VT451190;;;;;;;;;
3107702331;Den Haag;K352-1;Laan van Hoornwijck - Ypenburgse Boslaan;;52,0427507;4,3641702;Intersection;31077;2331;;;2331;;;;;;;;;;;
3107702340;Den Haag;K353;Nootdorpse Landingslaan - Laan van Nootdorp;;52,0495930;4,3859190;TLC;31077;;79650924;8786D660-B6F3-45E9-AB39-4A477CAD58C8;2340;;VT451206;;;;;;;;;
3107702341;Den Haag;K353-1;Nootdorpse Landingslaan - Laan van Nootdorp;;52,0502530;4,3852270;Intersection;31077;2341;;;2341;;;;;;;;;;;
3107702342;Den Haag;K353-2;Bartholomeuslaan - Laan van Nootdorp;;52,0497790;4,3858613;Intersection;31077;2342;;;2342;;;;;;;;;;;
3107702350;Den Haag;K354;Laan van Nootdorp - Weidevogellaan;;52,0509660;4,3851700;TLC;31077;;7965092E;964A5A11-977B-4C09-8356-35B77DAA92FF;2350;;VT451207;;;;;;;;;
3107702351;Den Haag;K354-1;Laan van Nootdorp - Weidevogellaan;;52,0510870;4,3848124;Intersection;31077;2351;;;2351;;;;;;;;;;;
3107702360;Den Haag;K355;Laan van Nootdorp - Ypenburgse Boslaan;;52,0524690;4,3841790;TLC;31077;;79650938;0254E2A3-9B7C-4758-81D6-CC722C5D3B93;2360;;VT451112;;;;;;;;;
3107702361;Den Haag;K355-1;Laan van Nootdorp - Ypenburgse Boslaan;;52,0526017;4,3838960;Intersection;31077;2361;;;2361;;;;;;;;;;;
3107702370;Den Haag;K356;Ypenburgse Stationsweg - Laan van Leidschenveen;;52,0546840;4,3882560;TLC;31077;;79650942;F81CDAE0-93F5-4796-93D5-61C7B9220391;2370;;VT450833;;;;;;;;;
3107702371;Den Haag;K356-1;Ypenburgse Stationsweg - Laan van Leidschenveen;;52,0548934;4,3882778;Intersection;31077;2371;;;2371;;;;;;;;;;;
3107702380;Den Haag;K357;Ypenburgse Stationsweg - Katschiplaan;;52,0548930;4,3910980;TLC;31077;;7965094C;19762114-F164-4F60-BD45-224E10E0C26C;2380;;VT450834;;;;;;;;;
3107702381;Den Haag;K357-1;Ypenburgse Stationsweg - Katschiplaan;;52,0546629;4,3910018;Intersection;31077;2381;;;2381;;;;;;;;;;;
3107702390;Den Haag;K358;Ypenburgse Stationsweg - Fregatsingel;;52,0546800;4,3935030;TLC;31077;;79650956;A2C6AD46-A8FF-416B-B671-005F3CBF3194;2390;;VT450835;;;;;;;;;
3107702391;Den Haag;K358-1;Ypenburgse Stationsweg - Fregatsingel;;52,0544511;4,3932194;Intersection;31077;2391;;;2391;;;;;;;;;;;
3107702400;Den Haag;K359;Ypenburgse Stationsweg - Afrit A12;;52,0535550;4,3964220;TLC;31077;;79650960;29EDA969-C6FD-43D3-8B47-8C4B97962E1D;2400;;VT450836;;;;;;;;;
3107702401;Den Haag;K359-1;Ypenburgse Stationsweg - Afrit A12;;52,0534017;4,3979302;Intersection;31077;2401;;;2401;;;;;;;;;;;
3107702402;Den Haag;K359-2;Ypenburgse Stationsweg - Afrit A12;;52,0536520;4,3967640;Intersection;31077;2402;;;2402;;;;;;;;;;;
3107702410;Den Haag;K360;Koning Willem-Alexanderviaduct - Afrit 5 A12;Viaduct afrit A12 Nootdorp;52,0536390;4,4003920;TLC;31077;;7965096A;74E130A7-3503-4F07-8805-66377C693B67;2410;;200204;;;;;;;;;
3107702411;Den Haag;K360-1;Koning Willem-Alexanderviaduct - Afrit 5 A12;Viaduct afrit A12 Nootdorp;52,0537678;4,4004708;Intersection;31077;2411;;;2411;;;;;;;;;;;
3107702420;Den Haag;K361;Brasserhoutweg - Dwarskade;;52,0355680;4,3909370;TLC;31077;;79650974;6A7BCEBB-B86A-4117-A9EB-ABE20C3C6649;2420;;V90555;;;;;;;;;
3107702421;Den Haag;K361-1;Brasserhoutweg - Dwarskade;;52,0356831;4,3909332;Intersection;31077;2421;;;2421;;;;;;;;;;;
3107702430;Den Haag;K420;Margaretha van Hennebergweg - Kraayensteinlaan;;52,0491610;4,2373920;TLC;31077;;7965097E;42AB41E2-A6C1-4088-B0EF-98F2B0C40E24;2430;;VT451413;;;;;;;;;
3107702431;Den Haag;K420-1;Margaretha van Hennebergweg - Kraayensteinlaan;;52,0491682;4,2378679;Intersection;31077;2431;;;2431;;;;;;;;;;;
3107702440;Den Haag;K421;Lippe-Biesterfeldweg - Kapelaan Meereboerweg;;52,0509370;4,2384250;TLC;31077;;79650988;FB51EF15-A538-4173-B0D9-21B7F9125386;2440;;VT451289;;;;;;;;;
3107702441;Den Haag;K421-1;Lippe-Biesterfeldweg - Kapelaan Meereboerweg;;52,0509212;4,2382624;Intersection;31077;2441;;;2441;;;;;;;;;;;
3107702450;Den Haag;K422;Loosduinse Hoofdstraat - Lisztstraat;;52,0552010;4,2409010;TLC;31077;;79650992;14B4FB32-8CB3-4906-94E4-DEE2B382D7EB;2450;;FR940279;;;;;;;;;
3107702451;Den Haag;K422-1;Loosduinse Hoofdstraat - Lisztstraat;;52,0551667;4,2412002;Intersection;31077;2451;;;2451;;;;;;;;;;;
3107702460;Den Haag;K603;Rijswijkseweg - Waldorpstraat - Van Leeuwenhoekstraat;;52,0699063;4,3260507;TLC;31077;;7965099C;CA900DE8-0529-41BF-97BF-34A037A95AF5;2460;;V80005;;;;;;;;;
3107702461;Den Haag;K603-1;Rijswijkseweg - Waldorpstraat;;52,0701020;4,3260430;Intersection;31077;2461;;;2461;;;;;;;;;;;
3107702462;Den Haag;K603-2;Rijswijkseweg - Van Leeuwenhoekstraat;K604;52,0686980;4,3273020;Intersection;31077;2462;;;2462;;;;;;;;;;;
3107702470;Den Haag;K706;Segbroeklaan - Fahrenheitstraat;;52,0810110;4,2673410;TLC;31077;;796509A6;BE19DCC9-A9EA-40B8-8609-F13AEDE1CD66;2470;;VT451208;;;;;;;;;
3107702471;Den Haag;K706-1;Segbroeklaan - Fahrenheitstraat;;52,0810410;4,2669850;Intersection;31077;2471;;;2471;;;;;;;;;;;
3107702480;Den Haag;K711M;Scheveningsweg - Professor B. M. Teldersweg;;52,0954930;4,2864401;TLC;31077;;796509B0;E9995476-4D58-4A0B-969D-B6F152EA4C05;2480;;V90461;;;;;;;;;
3107702481;Den Haag;K711M-1;Scheveningsweg - Professor B. M. Teldersweg;;52,0957810;4,2864160;Intersection;31077;2481;;;2481;;;;;;;;;;;
3107702482;Den Haag;K711M-2;Scheveningsweg - Professor B. M. Teldersweg;;52,0950630;4,2856230;Intersection;31077;2482;;;2482;;;;;;;;;;;
3107702490;Den Haag;K711S;Scheveningsweg - Professor B. M. Teldersweg;;52,0955140;4,2864640;TLC;31077;;796509BA;8964B93E-6C08-47E3-9145-F88DD4F11A96;2490;;V90461;;;;;;;;;
3107702491;Den Haag;K711S-1;Scheveningsweg - Professor B. M. Teldersweg;;52,0962490;4,2874640;Intersection;31077;2491;;;2491;;;;;;;;;;;
3107800010;Den Helder;VRI7;Havenweg - Het nieuwe Diep;;52,9544900;4,7788840;TLC;31078;;7966000A;B2B26AF1-E7B8-40A9-99ED-A7426A2B4425;10;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3107800011;Den Helder;VRI7-1;Havenweg - Het nieuwe Diep;;52,9543480;4,7789260;Intersection;31078;11;;;11;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3107900010;Deurne;DEU04;Liesselseweg - Stadhoudersweg - Amstel - Tramstraat;;51,4550510;5,7967880;TLC;31079;;7967000A;5200336B-6328-4027-89A8-2D40E6D56732;10;ja;;Dynniq;Huijskes VRT B.V.;Dynniq;Ja;Ja;Ja;Ja;;
3107900011;Deurne;DEU04-1;;;51,4549220;5,7964680;Intersection;31079;11;;;11;;;;;;;;;;;
3107900020;Deurne;DEU03;Liesselseweg - Doctor Huub van Doorneweg - Fabriekstraat;;51,4539170;5,7971400;TLC;31079;;79670014;6096B0C7-5AC7-4EF3-B7AE-F38AEA583337;20;ja;;Dynniq;Huijskes VRT B.V.;Dynniq;Ja;Ja;Ja;Ja;;
3107900021;Deurne;DEU03-1;;;51,4537120;5,7969640;Intersection;31079;21;;;21;;;;;;;;;;;
3108000010;Deventer;A040;Snipperlingsdijk - Neerstraat;V20167;52,2524256;6,1872031;TLC;31080;;7968000A;3F5BF1A5-17E7-430E-95FB-EA719674F1CD;10;Ja;V20167;Dynniq;Royal HaskoningDHV;Dynniq;Ja;Ja;Ja;Ja;;
3108000011;Deventer;A040-1;Snipperlingsdijk - Neerstraat;;52,2522186;6,1874417;Intersection;31080;11;;;11;;;;;;;;;;;
3108000020;Deventer;A060;Holterweg - Zweedsestraat;V80558;52,2496011;6,2028111;TLC;31080;;79680014;54B130AF-7F72-4FFB-97ED-AB42CC26A380;20;Ja;V80558;Dynniq;Royal HaskoningDHV;Dynniq;Nee;Ja;Ja;Ja;;
3108000021;Deventer;A060-1;Holterweg - Zweedsestraat;;52,2493419;6,2025903;Intersection;31080;21;;;21;;;;;;;;;;;
3108000022;Deventer;A060-2;Zweedsestraat - Siemelinksdwarsweg;;52,2488255;6,2023482;Intersection;31080;22;;;22;;;;;;;;;;;
3108000030;Deventer;H000;Zutphenseweg – Noorwegenstraat;V90231;52,2395522;6,1770515;TLC;31080;;7968001E;023B0E23-C28A-41CC-9327-D3E99640E52C;30;Ja;V90231;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000031;Deventer;H000-1;Zutphenseweg – Noorwegenstraat;;52,2391843;6,1770029;Intersection;31080;31;;;31;;;;;;;;;;;
3108000040;Deventer;H060;Hanzeweg - Snipperlingsdijk;V90873;52,2532316;6,1799330;TLC;31080;;79680028;F1808522-C060-47A2-B926-8E3AC022FADA;40;Ja;V90873;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000041;Deventer;H060-1;Hanzeweg - Snipperlingsdijk;;52,2534614;6,1802967;Intersection;31080;41;;;41;;;;;;;;;;;
3108000050;Deventer;H010;Zutphenseweg - Hanzeweg;V90201;52,2420753;6,1730123;TLC;31080;;79680032;B5C1E1A8-B6E9-4B35-99A2-CEE02C7B747B;50;Ja;V90201;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000051;Deventer;H010-1;Zutphenseweg - Hanzeweg;;52,2418238;6,1731217;Intersection;31080;51;;;51;;;;;;;;;;;
3108000060;Deventer;H020;Hanzeweg - Gotlandstraat;V90202;52,2427596;6,1732384;TLC;31080;;7968003C;6408E1D6-9259-47CE-B605-E216CFA56786;60;Ja;V90202;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000061;Deventer;H020-1;Hanzeweg - Gotlandstraat;;52,2428706;6,1737716;Intersection;31080;61;;;61;;;;;;;;;;;
3108000070;Deventer;H030;Hanzeweg - Harderwijkerstraat;V90700;52,2464056;6,1755544;TLC;31080;;79680046;DA1DD3A7-A14E-4BBD-9973-BFD30A0488F2;70;Ja;V90700;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000071;Deventer;H030-1;Hanzeweg - Harderwijkerstraat;;52,2463614;6,1753233;Intersection;31080;71;;;71;;;;;;;;;;;
3108000080;Deventer;H040;Hanzeweg - Industrieweg;V80524;52,2484172;6,1750927;TLC;31080;;79680050;6FA7DBE7-F744-43C4-ADE1-6ADF1B1670AD;80;Ja;V80524;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000081;Deventer;H040-1;Hanzeweg - Industrieweg;;52,2485328;6,1754990;Intersection;31080;81;;;81;;;;;;;;;;;
3108000082;Deventer;H040-2;Hanzeweg – Hanzeweg parallel;V80524;52,2480470;6,1752510;Intersection;31080;82;;;82;;;;;;;;;;;
3108000090;Deventer;H050;Hanzeweg - Schonenvaardersstraat;V20051;52,2509303;6,1788069;TLC;31080;;7968005A;5ED26D30-8F86-4B76-B246-88A170260CE1;90;Ja;V20051;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000091;Deventer;H050-1;Hanzeweg - Schonenvaardersstraat;;52,2506623;6,1789031;Intersection;31080;91;;;91;;;;;;;;;;;
3108000100;Deventer;H100;Brinkgreverweg - Oldenielstraat;V80692;52,2622158;6,1734447;TLC;31080;;79680064;A5D9E64B-8019-4CA4-968E-3847309002EE;100;Ja;V80692;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3108000101;Deventer;H100-1;Brinkgreverweg - Oldenielstraat;;52,2624719;6,1734639;Intersection;31080;101;;;101;;;;;;;;;;;
3108000110;Deventer;R020;Nico Bolkesteinlaan - Colmschaterstraatweg;V90127,SYSTEM=R020,12NC=9586 169 01270;52,2613300;6,2039520;TLC;31080;;7968006E;712E1837-7FD2-44FE-B3D9-8E560D709FC0;110;;V90127;;;;;;;;;
3108000111;Deventer;R020-1;Nico Bolkesteinlaan - Colmschaterstraatweg;;52,2613620;6,2037060;Intersection;31080;111;;;111;;;;;;;;;;;
3108000120;Deventer;A023;Handelskade - Mr. De Boerlaan;V80208;52,2537800;6,1684200;TLC;31080;;79680078;280BD9AD-DE12-47E9-9FEB-0A5D6314FA54;120;Ja;V80208;Dynniq;Royal HaskoningDHV;Dynniq;Ja;Ja;Nee;Ja;;
3108000121;Deventer;A023-1;Handelskade - Mr. De Boerlaan; ;52,2535290;6,1683740;Intersection;31080;121;;;121;;;;;;;;;;;
3108000130;Deventer;A026;Snipperlingsdijk - Veenweg;V80206;52,2537400;6,1708500;TLC;31080;;79680082;BCA04E1A-9B6E-4093-91F5-6A6AA3837F5F;130;Ja;V80206;Dynniq;Royal HaskoningDHV;Dynniq;Ja;Ja;Nee;Ja;;
3108000131;Deventer;A026-1;Snipperlingsdijk - Veenweg; ;52,2535640;6,1709880;Intersection;31080;131;;;131;;;;;;;;;;;
3108000140;Deventer;A030;Brandweerdam;V90726;52,2535400;6,1746000;TLC;31080;;7968008C;0A35E0AE-E1D0-47B3-8360-1C16A29643C5;140;Ja;V90726;Dynniq;Royal HaskoningDHV;Dynniq;Nee;Ja;Nee;Ja;;
3108000141;Deventer;A030-1;Brandweerdam; ;52,2536440;6,1744240;Intersection;31080;141;;;141;;;;;;;;;;;
3108000150;Deventer;A035;Snipperlingsdijk - Oostelijke Inprikker;;52,2530100;6,1837900;TLC;31080;;79680096;A50623B1-9844-4F93-8940-FDD42950129D;150;Ja;V90810;Dynniq;Royal HaskoningDHV;Dynniq;Ja;Ja;Ja;Ja;;
3108000160;Deventer;A050;Snipperlingsdijk - Westfalenstraat;V20169;52,2517100;6,1911200;TLC;31080;;796800A0;97D2CE32-CB43-42A4-9016-D32CD1C231EF;160;Ja;V20169;Dynniq;Royal HaskoningDHV;Dynniq;Ja;Ja;Ja;Ja;;
3108000161;Deventer;A050-1;Snipperlingsdijk - Westfalenstraat;;52,2513940;6,1913590;Intersection;31080;161;;;161;;;;;;;;;;;
